linea;desde;hasta;estacion;pasajeros
A;18:30;18:44;Castro Barros;85
E;18:30;18:44;Entre Rios;24
C;18:30;18:44;Lavalle;104
A;18:30;18:44;Pasco;15
D;18:30;18:44;Catedral;167
A;18:30;18:44;Peru;87
B;18:30;18:44;Pueyrredon;158
D;18:30;18:44;Palermo;97
D;18:30;18:44;Plaza Italia;134
E;18:30;18:44;Independencia.;43
H;18:30;18:44;Corrientes;42
A;18:30;18:44;Acoyte;101
A;18:30;18:44;Plaza Miserere;100
B;18:30;18:44;Medrano;115
A;18:30;18:44;Carabobo;67
E;18:30;18:44;Jujuy;17
E;18:30;18:44;Emilio Mitre;36
C;18:30;18:44;Constitucion;311
B;18:30;18:44;Tronador;53
B;18:30;18:44;Carlos Pellegrini;212
B;18:30;18:44;Rosas;163
E;18:30;18:44;Medalla Milagrosa;10
E;18:30;18:44;San Jose;27
B;18:30;18:44;Echeverria;38
A;18:30;18:44;Plaza de Mayo;91
C;18:30;18:44;San Juan;38
D;18:30;18:44;Pueyrredon.;117
A;18:30;18:44;Flores;55
C;18:30;18:44;Mariano Moreno;50
E;18:30;18:44;Boedo;31
B;18:30;18:44;Federico Lacroze;180
B;18:30;18:44;Los Incas;97
E;18:30;18:44;Bolivar;49
B;18:30;18:44;Angel Gallardo;151
C;18:30;18:44;Avenida de Mayo;35
H;18:30;18:44;Humberto I;26
B;18:30;18:44;Malabia;207
A;18:30;18:44;Saenz Peña;54
E;18:30;18:44;Pza. de los Virreyes;38
H;18:30;18:44;Inclan;12
D;18:30;18:44;Facultad de Medicina;88
A;18:30;18:44;Lima;51
A;18:30;18:44;Alberti;33
B;18:30;18:44;Uruguay;129
H;18:30;18:44;Once;45
D;18:30;18:44;Bulnes;192
A;18:30;18:44;Piedras;56
D;18:30;18:44;9 de julio;36
D;18:30;18:44;Scalabrini Ortiz;116
D;18:30;18:44;Tribunales;49
B;18:30;18:44;Carlos Gardel;311
A;18:30;18:44;Puan;37
C;18:30;18:44;Independencia;62
B;18:30;18:44;Callao;194
H;18:30;18:44;Hospitales;12
D;18:30;18:44;Jose Hernandez;71
A;18:30;18:44;Primera Junta;83
B;18:30;18:44;Pasteur;102
D;18:30;18:44;Callao.;102
D;18:30;18:44;Ministro Carranza;54
C;18:30;18:44;Retiro;463
A;18:30;18:44;Rio de Janeiro;81
D;18:30;18:44;Congreso de Tucuman;254
E;18:30;18:44;Pichincha;17
E;18:30;18:44;Jose Maria Moreno;26
E;18:30;18:44;Avenida La Plata;16
E;18:30;18:44;Varela;10
H;18:30;18:44;Venezuela;34
H;18:30;18:44;Patricios;22
E;18:30;18:44;General Belgrano;10
D;18:30;18:44;Aguero;87
A;18:30;18:44;Congreso;93
H;18:30;18:44;Caseros;21
E;18:30;18:44;Urquiza;19
B;18:30;18:44;Florida;145
A;18:30;18:44;Loria;58
C;18:30;18:44;General San Martin;79
E;18:45;18:59;Entre Rios;35
D;18:45;18:59;Plaza Italia;148
A;18:45;18:59;Piedras;28
C;18:45;18:59;Constitucion;317
B;18:45;18:59;Malabia;229
A;18:45;18:59;Peru;64
H;18:45;18:59;Patricios;27
B;18:45;18:59;Callao;132
H;18:45;18:59;Humberto I;23
A;18:45;18:59;Saenz Peña;48
B;18:45;18:59;Dorrego;99
H;18:45;18:59;Inclan;21
B;18:45;18:59;Pasteur;79
B;18:45;18:59;Los Incas;77
A;18:45;18:59;Plaza de Mayo;84
E;18:45;18:59;Emilio Mitre;21
B;18:45;18:59;Florida;141
C;18:45;18:59;Independencia;32
E;18:45;18:59;Jose Maria Moreno;25
E;18:45;18:59;Independencia.;21
B;18:45;18:59;Medrano;120
D;18:45;18:59;Catedral;134
A;18:45;18:59;Loria;35
C;18:45;18:59;Lavalle;60
B;18:45;18:59;Uruguay;78
A;18:45;18:59;Primera Junta;81
D;18:45;18:59;Olleros;89
E;18:45;18:59;Boedo;35
E;18:45;18:59;General Belgrano;10
D;18:45;18:59;Aguero;83
E;18:45;18:59;Varela;10
B;18:45;18:59;Leandro N. Alem;112
H;18:45;18:59;Venezuela;17
D;18:45;18:59;Callao.;124
D;18:45;18:59;Bulnes;217
E;18:45;18:59;Avenida La Plata;23
E;18:45;18:59;Jujuy;16
D;18:45;18:59;Jose Hernandez;87
H;18:45;18:59;Caseros;22
A;18:45;18:59;Acoyte;115
B;18:45;18:59;Rosas;137
D;18:45;18:59;Congreso de Tucuman;248
C;18:45;18:59;General San Martin;56
D;18:45;18:59;Tribunales;38
A;18:45;18:59;Rio de Janeiro;65
B;18:45;18:59;Carlos Pellegrini;206
H;18:45;18:59;Corrientes;41
C;18:45;18:59;Retiro;384
E;18:45;18:59;San Jose;8
A;18:45;18:59;Carabobo;69
B;18:45;18:59;Echeverria;31
D;18:45;18:59;Palermo;121
E;18:45;18:59;Urquiza;16
D;18:45;18:59;Ministro Carranza;40
B;18:45;18:59;Pueyrredon;142
B;18:45;18:59;Tronador;34
A;18:45;18:59;Plaza Miserere;94
C;18:45;18:59;San Juan;34
E;18:45;18:59;Pichincha;14
D;18:45;18:59;Scalabrini Ortiz;79
B;18:45;18:59;Angel Gallardo;130
E;18:45;18:59;Medalla Milagrosa;16
D;18:45;18:59;Facultad de Medicina;71
A;18:45;18:59;Alberti;33
A;18:45;18:59;Puan;31
E;18:45;18:59;Bolivar;65
D;18:45;18:59;Juramento;153
C;18:45;18:59;Mariano Moreno;30
B;18:45;18:59;Carlos Gardel;303
A;18:45;18:59;Pasco;20
A;18:45;18:59;Lima;35
D;18:45;18:59;Pueyrredon.;112
A;18:45;18:59;San Pedrito;111
A;18:45;18:59;Flores;43
C;18:45;18:59;Diagonal Norte;39
B;18:45;18:59;Federico Lacroze;249
E;18:45;18:59;Pza. de los Virreyes;51
A;18:45;18:59;Castro Barros;63
C;18:45;18:59;Avenida de Mayo;24
D;18:45;18:59;9 de julio;57
H;18:45;18:59;Once;33
A;18:45;18:59;Congreso;79
H;18:45;18:59;Hospitales;9
A;19:00;19:14;Plaza Miserere;84
D;19:00;19:14;Aguero;87
B;19:00;19:14;Angel Gallardo;149
B;19:00;19:14;Los Incas;80
B;19:00;19:14;Carlos Gardel;255
E;19:00;19:14;Boedo;37
B;19:00;19:14;Malabia;198
D;19:00;19:14;Jose Hernandez;77
H;19:00;19:14;Inclan;15
D;19:00;19:14;Callao.;81
B;19:00;19:14;Florida;152
B;19:00;19:14;Echeverria;38
A;19:00;19:14;Plaza de Mayo;84
C;19:00;19:14;San Juan;51
D;19:00;19:14;9 de julio;42
E;19:00;19:14;General Belgrano;10
E;19:00;19:14;Varela;12
D;19:00;19:14;Palermo;128
E;19:00;19:14;Bolivar;47
B;19:00;19:14;Pueyrredon;136
E;19:00;19:14;Emilio Mitre;14
C;19:00;19:14;Independencia;51
A;19:00;19:14;Peru;66
D;19:00;19:14;Congreso de Tucuman;211
B;19:00;19:14;Tronador;43
H;19:00;19:14;Patricios;35
E;19:00;19:14;Independencia.;35
A;19:00;19:14;Lima;47
H;19:00;19:14;Caseros;28
H;19:00;19:14;Corrientes;40
A;19:00;19:14;Saenz Peña;56
B;19:00;19:14;Leandro N. Alem;124
C;19:00;19:14;Constitucion;195
C;19:00;19:14;Lavalle;83
A;19:00;19:14;Primera Junta;58
A;19:00;19:14;Rio de Janeiro;77
D;19:00;19:14;Juramento;187
D;19:00;19:14;Olleros;91
E;19:00;19:14;Pichincha;15
C;19:00;19:14;Diagonal Norte;37
E;19:00;19:14;San Jose;17
E;19:00;19:14;Medalla Milagrosa;4
E;19:00;19:14;Pza. de los Virreyes;29
D;19:00;19:14;Pueyrredon.;130
B;19:00;19:14;Rosas;126
D;19:00;19:14;Catedral;114
H;19:00;19:14;Humberto I;11
B;19:00;19:14;Medrano;115
E;19:00;19:14;Avenida La Plata;26
D;19:00;19:14;Facultad de Medicina;75
H;19:00;19:14;Once;32
A;19:00;19:14;Loria;47
A;19:00;19:14;Carabobo;60
H;19:00;19:14;Hospitales;16
B;19:00;19:14;Pasteur;97
E;19:00;19:14;Urquiza;17
E;19:00;19:14;Entre Rios;33
D;19:00;19:14;Tribunales;55
B;19:00;19:14;Federico Lacroze;225
A;19:00;19:14;Flores;54
A;19:00;19:14;Alberti;35
E;19:00;19:14;Jujuy;21
C;19:00;19:14;Avenida de Mayo;54
C;19:00;19:14;Retiro;260
D;19:00;19:14;Scalabrini Ortiz;95
A;19:00;19:14;Puan;37
D;19:00;19:14;Bulnes;195
D;19:00;19:14;Ministro Carranza;44
H;19:00;19:14;Venezuela;21
A;19:00;19:14;San Pedrito;59
A;19:00;19:14;Acoyte;154
B;19:00;19:14;Uruguay;125
A;19:00;19:14;Congreso;80
B;19:00;19:14;Callao;134
C;19:00;19:14;General San Martin;79
A;19:00;19:14;Castro Barros;69
C;19:00;19:14;Mariano Moreno;35
A;19:00;19:14;Piedras;33
B;19:00;19:14;Dorrego;52
B;19:00;19:14;Carlos Pellegrini;193
E;19:00;19:14;Jose Maria Moreno;24
A;19:00;19:14;Pasco;20
D;19:00;19:14;Plaza Italia;149
A;19:15;19:29;Carabobo;45
A;19:15;19:29;Plaza de Mayo;89
B;19:15;19:29;Florida;129
A;19:15;19:29;Puan;31
A;19:15;19:29;Pasco;10
A;19:15;19:29;Plaza Miserere;69
D;19:15;19:29;Congreso de Tucuman;223
A;19:15;19:29;Lima;38
E;19:15;19:29;Pichincha;23
A;19:15;19:29;Congreso;67
D;19:15;19:29;Juramento;165
H;19:15;19:29;Humberto I;15
B;19:15;19:29;Dorrego;74
C;19:15;19:29;Diagonal Norte;26
C;19:15;19:29;General San Martin;62
E;19:15;19:29;Urquiza;9
E;19:15;19:29;Medalla Milagrosa;12
D;19:15;19:29;Aguero;57
A;19:15;19:29;Castro Barros;80
E;19:15;19:29;Jujuy;15
A;19:15;19:29;Piedras;37
D;19:15;19:29;Palermo;96
B;19:15;19:29;Malabia;165
E;19:15;19:29;Pza. de los Virreyes;41
B;19:15;19:29;Pueyrredon;99
D;19:15;19:29;Ministro Carranza;45
C;19:15;19:29;Retiro;405
B;19:15;19:29;Pasteur;69
E;19:15;19:29;San Jose;21
D;19:15;19:29;Callao.;93
C;19:15;19:29;San Juan;32
A;19:15;19:29;Flores;54
A;19:15;19:29;Alberti;33
B;19:15;19:29;Angel Gallardo;148
B;19:15;19:29;Carlos Gardel;315
D;19:15;19:29;Scalabrini Ortiz;71
H;19:15;19:29;Caseros;15
D;19:15;19:29;Tribunales;39
B;19:15;19:29;Leandro N. Alem;151
D;19:15;19:29;Pueyrredon.;108
E;19:15;19:29;Varela;12
B;19:15;19:29;Rosas;106
C;19:15;19:29;Lavalle;66
D;19:15;19:29;Bulnes;185
B;19:15;19:29;Los Incas;68
E;19:15;19:29;Bolivar;54
D;19:15;19:29;Catedral;99
A;19:15;19:29;Rio de Janeiro;60
D;19:15;19:29;Jose Hernandez;91
E;19:15;19:29;Jose Maria Moreno;12
B;19:15;19:29;Tronador;32
B;19:15;19:29;Carlos Pellegrini;184
H;19:15;19:29;Inclan;16
A;19:15;19:29;Acoyte;89
D;19:15;19:29;Facultad de Medicina;61
A;19:15;19:29;Loria;41
A;19:15;19:29;Peru;49
H;19:15;19:29;Venezuela;13
B;19:15;19:29;Callao;153
H;19:15;19:29;Patricios;26
C;19:15;19:29;Constitucion;242
D;19:15;19:29;Plaza Italia;113
B;19:15;19:29;Federico Lacroze;231
B;19:15;19:29;Echeverria;33
H;19:15;19:29;Hospitales;10
C;19:15;19:29;Independencia;28
C;19:15;19:29;Avenida de Mayo;26
B;19:15;19:29;Uruguay;108
A;19:15;19:29;Primera Junta;70
D;19:15;19:29;9 de julio;45
C;19:15;19:29;Mariano Moreno;15
H;19:15;19:29;Once;26
D;19:15;19:29;Olleros;79
E;19:15;19:29;General Belgrano;10
E;19:15;19:29;Boedo;18
E;19:15;19:29;Entre Rios;19
A;19:15;19:29;Saenz Peña;24
E;19:15;19:29;Avenida La Plata;20
E;19:15;19:29;Independencia.;29
B;19:15;19:29;Medrano;112
A;19:15;19:29;San Pedrito;87
E;19:15;19:29;Emilio Mitre;14
H;19:15;19:29;Corrientes;42
H;19:30;19:44;Caseros;15
C;19:30;19:44;Avenida de Mayo;28
E;19:30;19:44;Medalla Milagrosa;9
D;19:30;19:44;Catedral;112
D;19:30;19:44;Bulnes;156
B;19:30;19:44;Federico Lacroze;203
C;19:30;19:44;Constitucion;223
B;19:30;19:44;Pasteur;98
E;19:30;19:44;Boedo;26
C;19:30;19:44;Diagonal Norte;24
C;19:30;19:44;Independencia;45
D;19:30;19:44;Juramento;148
C;19:30;19:44;San Juan;42
A;19:30;19:44;Lima;42
A;19:30;19:44;Piedras;22
A;19:30;19:44;Alberti;36
H;19:30;19:44;Humberto I;21
D;19:30;19:44;Callao.;96
E;19:30;19:44;Avenida La Plata;17
E;19:30;19:44;General Belgrano;12
H;19:30;19:44;Corrientes;23
D;19:30;19:44;Tribunales;44
A;19:30;19:44;Castro Barros;59
D;19:30;19:44;Congreso de Tucuman;190
D;19:30;19:44;Ministro Carranza;57
A;19:30;19:44;Flores;32
C;19:30;19:44;Retiro;331
E;19:30;19:44;Pichincha;18
B;19:30;19:44;Dorrego;63
E;19:30;19:44;Independencia.;29
H;19:30;19:44;Venezuela;18
A;19:30;19:44;Pasco;21
B;19:30;19:44;Pueyrredon;83
C;19:30;19:44;Mariano Moreno;29
B;19:30;19:44;Medrano;123
A;19:30;19:44;Loria;28
D;19:30;19:44;Aguero;60
D;19:30;19:44;Olleros;77
D;19:30;19:44;Jose Hernandez;78
D;19:30;19:44;9 de julio;37
B;19:30;19:44;Tronador;32
B;19:30;19:44;Carlos Pellegrini;155
E;19:30;19:44;San Jose;10
H;19:30;19:44;Patricios;17
A;19:30;19:44;Rio de Janeiro;59
A;19:30;19:44;Carabobo;40
E;19:30;19:44;Varela;5
B;19:30;19:44;Los Incas;72
E;19:30;19:44;Pza. de los Virreyes;37
H;19:30;19:44;Once;30
A;19:30;19:44;Plaza de Mayo;51
B;19:30;19:44;Carlos Gardel;243
A;19:30;19:44;Saenz Peña;29
D;19:30;19:44;Scalabrini Ortiz;63
D;19:30;19:44;Plaza Italia;86
E;19:30;19:44;Emilio Mitre;7
B;19:30;19:44;Callao;106
D;19:30;19:44;Pueyrredon.;103
B;19:30;19:44;Uruguay;103
H;19:30;19:44;Inclan;12
A;19:30;19:44;Puan;35
A;19:30;19:44;Congreso;87
B;19:30;19:44;Angel Gallardo;98
B;19:30;19:44;Rosas;105
C;19:30;19:44;General San Martin;49
E;19:30;19:44;Jujuy;18
A;19:30;19:44;Peru;41
B;19:30;19:44;Florida;110
B;19:30;19:44;Leandro N. Alem;110
B;19:30;19:44;Malabia;118
D;19:30;19:44;Palermo;72
E;19:30;19:44;Urquiza;13
E;19:30;19:44;Bolivar;23
E;19:30;19:44;Jose Maria Moreno;26
D;19:30;19:44;Facultad de Medicina;39
A;19:30;19:44;Primera Junta;57
A;19:30;19:44;San Pedrito;86
A;19:30;19:44;Plaza Miserere;85
A;19:30;19:44;Acoyte;90
C;19:30;19:44;Lavalle;64
B;19:30;19:44;Echeverria;39
H;19:30;19:44;Hospitales;12
E;19:30;19:44;Entre Rios;23
H;19:45;19:59;Hospitales;6
H;19:45;19:59;Once;23
E;19:45;19:59;Independencia.;22
H;19:45;19:59;Corrientes;26
B;19:45;19:59;Dorrego;54
E;19:45;19:59;Medalla Milagrosa;9
E;19:45;19:59;Urquiza;7
C;19:45;19:59;Constitucion;287
D;19:45;19:59;Aguero;64
C;19:45;19:59;Independencia;43
A;19:45;19:59;Pasco;14
D;19:45;19:59;Jose Hernandez;70
D;19:45;19:59;Ministro Carranza;43
C;19:45;19:59;Retiro;334
B;19:45;19:59;Pasteur;95
D;19:45;19:59;Callao.;64
D;19:45;19:59;Juramento;136
D;19:45;19:59;Plaza Italia;90
A;19:45;19:59;Carabobo;63
A;19:45;19:59;Acoyte;91
B;19:45;19:59;Tronador;31
B;19:45;19:59;Carlos Pellegrini;137
E;19:45;19:59;Boedo;28
E;19:45;19:59;Jose Maria Moreno;25
E;19:45;19:59;Pza. de los Virreyes;14
A;19:45;19:59;San Pedrito;59
D;19:45;19:59;Scalabrini Ortiz;64
B;19:45;19:59;Malabia;163
E;19:45;19:59;Varela;2
H;19:45;19:59;Inclan;14
A;19:45;19:59;Congreso;88
A;19:45;19:59;Plaza de Mayo;60
B;19:45;19:59;Los Incas;58
A;19:45;19:59;Peru;46
B;19:45;19:59;Callao;85
A;19:45;19:59;Puan;29
B;19:45;19:59;Uruguay;83
A;19:45;19:59;Rio de Janeiro;45
E;19:45;19:59;San Jose;19
D;19:45;19:59;9 de julio;33
H;19:45;19:59;Humberto I;9
E;19:45;19:59;Pichincha;5
D;19:45;19:59;Olleros;69
A;19:45;19:59;Piedras;25
E;19:45;19:59;General Belgrano;8
B;19:45;19:59;Pueyrredon;102
H;19:45;19:59;Venezuela;17
C;19:45;19:59;Diagonal Norte;17
A;19:45;19:59;Castro Barros;48
A;19:45;19:59;Alberti;25
A;19:45;19:59;Lima;34
A;19:45;19:59;Plaza Miserere;80
H;19:45;19:59;Caseros;16
D;19:45;19:59;Bulnes;164
B;19:45;19:59;Florida;117
D;19:45;19:59;Palermo;62
E;19:45;19:59;Avenida La Plata;24
B;19:45;19:59;Federico Lacroze;171
C;19:45;19:59;Lavalle;76
A;19:45;19:59;Loria;43
B;19:45;19:59;Carlos Gardel;305
A;19:45;19:59;Primera Junta;65
E;19:45;19:59;Jujuy;7
D;19:45;19:59;Congreso de Tucuman;157
C;19:45;19:59;San Juan;35
A;19:45;19:59;Flores;47
B;19:45;19:59;Medrano;116
B;19:45;19:59;Angel Gallardo;115
D;19:45;19:59;Facultad de Medicina;58
A;19:45;19:59;Saenz Peña;32
D;19:45;19:59;Tribunales;37
C;19:45;19:59;General San Martin;51
E;19:45;19:59;Bolivar;40
B;19:45;19:59;Echeverria;21
B;19:45;19:59;Leandro N. Alem;82
E;19:45;19:59;Entre Rios;23
D;19:45;19:59;Catedral;91
C;19:45;19:59;Avenida de Mayo;28
H;19:45;19:59;Patricios;14
C;19:45;19:59;Mariano Moreno;20
D;19:45;19:59;Pueyrredon.;91
B;19:45;19:59;Rosas;102
E;19:45;19:59;Emilio Mitre;11
H;20:00;20:14;Patricios;13
A;20:00;20:14;Loria;48
E;20:00;20:14;Jujuy;13
D;20:00;20:14;9 de julio;42
A;20:00;20:14;Carabobo;48
C;20:00;20:14;General San Martin;87
E;20:00;20:14;General Belgrano;8
D;20:00;20:14;Aguero;73
H;20:00;20:14;Venezuela;19
E;20:00;20:14;San Jose;10
E;20:00;20:14;Avenida La Plata;19
C;20:00;20:14;Lavalle;75
E;20:00;20:14;Entre Rios;15
B;20:00;20:14;Echeverria;31
B;20:00;20:14;Carlos Pellegrini;168
D;20:00;20:14;Callao.;106
A;20:00;20:14;Rio de Janeiro;58
E;20:00;20:14;Jose Maria Moreno;17
B;20:00;20:14;Pasteur;89
D;20:00;20:14;Olleros;61
A;20:00;20:14;Piedras;20
D;20:00;20:14;Plaza Italia;95
H;20:00;20:14;Humberto I;12
B;20:00;20:14;Dorrego;69
B;20:00;20:14;Tronador;18
B;20:00;20:14;Pueyrredon;117
D;20:00;20:14;Catedral;115
B;20:00;20:14;Florida;179
H;20:00;20:14;Corrientes;41
E;20:00;20:14;Bolivar;43
H;20:00;20:14;Caseros;22
B;20:00;20:14;Callao;122
D;20:00;20:14;Bulnes;171
C;20:00;20:14;Constitucion;123
B;20:00;20:14;Carlos Gardel;263
B;20:00;20:14;Uruguay;99
A;20:00;20:14;Plaza de Mayo;45
E;20:00;20:14;Emilio Mitre;13
D;20:00;20:14;Tribunales;30
A;20:00;20:14;Saenz Peña;41
C;20:00;20:14;Mariano Moreno;17
A;20:00;20:14;Primera Junta;64
D;20:00;20:14;Congreso de Tucuman;168
D;20:00;20:14;Facultad de Medicina;77
E;20:00;20:14;Varela;11
C;20:00;20:14;Independencia;24
A;20:00;20:14;Castro Barros;52
D;20:00;20:14;Juramento;168
A;20:00;20:14;Alberti;20
A;20:00;20:14;Lima;24
E;20:00;20:14;Medalla Milagrosa;5
B;20:00;20:14;Los Incas;52
D;20:00;20:14;Jose Hernandez;61
A;20:00;20:14;Pasco;12
B;20:00;20:14;Rosas;109
A;20:00;20:14;Flores;49
D;20:00;20:14;Pueyrredon.;106
C;20:00;20:14;San Juan;27
B;20:00;20:14;Angel Gallardo;91
C;20:00;20:14;Diagonal Norte;20
B;20:00;20:14;Malabia;167
A;20:00;20:14;San Pedrito;80
A;20:00;20:14;Congreso;78
D;20:00;20:14;Palermo;92
C;20:00;20:14;Avenida de Mayo;52
A;20:00;20:14;Peru;62
E;20:00;20:14;Boedo;37
B;20:00;20:14;Leandro N. Alem;96
A;20:00;20:14;Acoyte;121
H;20:00;20:14;Hospitales;6
H;20:00;20:14;Inclan;18
A;20:00;20:14;Puan;34
E;20:00;20:14;Urquiza;11
E;20:00;20:14;Independencia.;11
E;20:00;20:14;Pza. de los Virreyes;15
D;20:00;20:14;Scalabrini Ortiz;106
H;20:00;20:14;Once;33
B;20:00;20:14;Federico Lacroze;194
A;20:00;20:14;Plaza Miserere;69
C;20:00;20:14;Retiro;196
B;20:00;20:14;Medrano;132
D;20:00;20:14;Ministro Carranza;45
E;20:00;20:14;Pichincha;7
B;20:15;20:29;Tronador;26
D;20:15;20:29;Catedral;90
C;20:15;20:29;Constitucion;164
B;20:15;20:29;Pueyrredon;78
H;20:15;20:29;Patricios;24
A;20:15;20:29;Piedras;23
A;20:15;20:29;Alberti;26
A;20:15;20:29;Lima;27
H;20:15;20:29;Humberto I;18
A;20:15;20:29;Plaza Miserere;47
D;20:15;20:29;Plaza Italia;54
D;20:15;20:29;Tribunales;44
A;20:15;20:29;Carabobo;43
B;20:15;20:29;Federico Lacroze;133
B;20:15;20:29;Angel Gallardo;90
E;20:15;20:29;Jose Maria Moreno;22
E;20:15;20:29;Entre Rios;23
A;20:15;20:29;Loria;39
C;20:15;20:29;Lavalle;83
E;20:15;20:29;Jujuy;11
E;20:15;20:29;Pichincha;7
H;20:15;20:29;Caseros;11
A;20:15;20:29;Flores;28
E;20:15;20:29;Boedo;21
A;20:15;20:29;Primera Junta;66
D;20:15;20:29;Congreso de Tucuman;169
C;20:15;20:29;San Juan;19
D;20:15;20:29;Bulnes;131
D;20:15;20:29;Callao.;69
E;20:15;20:29;Avenida La Plata;19
B;20:15;20:29;Malabia;203
D;20:15;20:29;9 de julio;56
D;20:15;20:29;Olleros;68
E;20:15;20:29;General Belgrano;8
H;20:15;20:29;Venezuela;23
D;20:15;20:29;Palermo;90
B;20:15;20:29;Florida;94
C;20:15;20:29;Independencia;31
H;20:15;20:29;Inclan;13
D;20:15;20:29;Jose Hernandez;72
A;20:15;20:29;Congreso;84
A;20:15;20:29;Plaza de Mayo;42
C;20:15;20:29;Retiro;262
D;20:15;20:29;Ministro Carranza;37
E;20:15;20:29;Emilio Mitre;19
B;20:15;20:29;Los Incas;60
B;20:15;20:29;Medrano;117
C;20:15;20:29;General San Martin;55
B;20:15;20:29;Leandro N. Alem;88
H;20:15;20:29;Hospitales;10
B;20:15;20:29;Callao;101
H;20:15;20:29;Corrientes;28
A;20:15;20:29;Pasco;15
B;20:15;20:29;Dorrego;45
C;20:15;20:29;Diagonal Norte;13
A;20:15;20:29;Castro Barros;56
E;20:15;20:29;Urquiza;6
D;20:15;20:29;Juramento;144
B;20:15;20:29;Rosas;84
H;20:15;20:29;Once;27
B;20:15;20:29;Carlos Gardel;274
E;20:15;20:29;Medalla Milagrosa;9
E;20:15;20:29;Pza. de los Virreyes;20
C;20:15;20:29;Mariano Moreno;22
A;20:15;20:29;Rio de Janeiro;35
B;20:15;20:29;Echeverria;30
E;20:15;20:29;Independencia.;23
E;20:15;20:29;San Jose;27
E;20:15;20:29;Bolivar;53
D;20:15;20:29;Aguero;64
A;20:15;20:29;San Pedrito;54
A;20:15;20:29;Saenz Peña;32
D;20:15;20:29;Scalabrini Ortiz;56
A;20:15;20:29;Puan;23
D;20:15;20:29;Facultad de Medicina;61
B;20:15;20:29;Pasteur;46
A;20:15;20:29;Peru;68
D;20:15;20:29;Pueyrredon.;96
B;20:15;20:29;Uruguay;70
E;20:15;20:29;Varela;10
A;20:15;20:29;Acoyte;98
B;20:15;20:29;Carlos Pellegrini;124
C;20:15;20:29;Avenida de Mayo;26
H;20:30;20:44;Caseros;20
E;20:30;20:44;Pza. de los Virreyes;11
B;20:30;20:44;Callao;120
A;20:30;20:44;Puan;21
E;20:30;20:44;Independencia.;24
A;20:30;20:44;San Pedrito;53
A;20:30;20:44;Plaza de Mayo;25
D;20:30;20:44;Callao.;87
B;20:30;20:44;Pasteur;58
H;20:30;20:44;Inclan;9
A;20:30;20:44;Congreso;66
D;20:30;20:44;Aguero;58
E;20:30;20:44;Medalla Milagrosa;6
E;20:30;20:44;Urquiza;10
B;20:30;20:44;Dorrego;37
B;20:30;20:44;Los Incas;33
D;20:30;20:44;Scalabrini Ortiz;50
E;20:30;20:44;Varela;6
H;20:30;20:44;Corrientes;17
B;20:30;20:44;Uruguay;73
D;20:30;20:44;Juramento;134
A;20:30;20:44;Pasco;15
A;20:30;20:44;Peru;30
C;20:30;20:44;Mariano Moreno;12
H;20:30;20:44;Patricios;19
B;20:30;20:44;Florida;94
A;20:30;20:44;Rio de Janeiro;37
E;20:30;20:44;Emilio Mitre;8
E;20:30;20:44;San Jose;13
B;20:30;20:44;Malabia;163
B;20:30;20:44;Angel Gallardo;101
A;20:30;20:44;Flores;39
C;20:30;20:44;San Juan;22
D;20:30;20:44;Tribunales;25
D;20:30;20:44;Catedral;74
C;20:30;20:44;Lavalle;59
D;20:30;20:44;Plaza Italia;53
A;20:30;20:44;Carabobo;50
A;20:30;20:44;Lima;27
A;20:30;20:44;Alberti;16
E;20:30;20:44;Jujuy;14
B;20:30;20:44;Federico Lacroze;119
D;20:30;20:44;9 de julio;35
E;20:30;20:44;Jose Maria Moreno;20
E;20:30;20:44;General Belgrano;5
H;20:30;20:44;Venezuela;26
D;20:30;20:44;Olleros;64
E;20:30;20:44;Boedo;14
A;20:30;20:44;Primera Junta;45
D;20:30;20:44;Congreso de Tucuman;166
D;20:30;20:44;Ministro Carranza;27
D;20:30;20:44;Bulnes;142
C;20:30;20:44;Retiro;218
D;20:30;20:44;Jose Hernandez;69
B;20:30;20:44;Pueyrredon;49
C;20:30;20:44;Independencia;34
E;20:30;20:44;Entre Rios;17
D;20:30;20:44;Pueyrredon.;76
B;20:30;20:44;Rosas;105
H;20:30;20:44;Humberto I;14
A;20:30;20:44;Piedras;13
C;20:30;20:44;Avenida de Mayo;25
A;20:30;20:44;Plaza Miserere;35
C;20:30;20:44;Constitucion;145
A;20:30;20:44;Acoyte;86
B;20:30;20:44;Echeverria;24
E;20:30;20:44;Bolivar;29
B;20:30;20:44;Tronador;34
B;20:30;20:44;Carlos Pellegrini;106
H;20:30;20:44;Once;11
A;20:30;20:44;Saenz Peña;30
D;20:30;20:44;Facultad de Medicina;46
E;20:30;20:44;Pichincha;11
B;20:30;20:44;Carlos Gardel;243
A;20:30;20:44;Castro Barros;33
C;20:30;20:44;Diagonal Norte;11
D;20:30;20:44;Palermo;77
H;20:30;20:44;Hospitales;7
C;20:30;20:44;General San Martin;27
B;20:30;20:44;Medrano;83
B;20:30;20:44;Leandro N. Alem;67
A;20:30;20:44;Loria;29
E;20:30;20:44;Avenida La Plata;22
A;20:45;20:59;Rio de Janeiro;35
A;20:45;20:59;Plaza Miserere;34
E;20:45;20:59;Varela;7
A;20:45;20:59;Castro Barros;34
C;20:45;20:59;Constitucion;142
B;20:45;20:59;Rosas;59
D;20:45;20:59;Aguero;46
E;20:45;20:59;Avenida La Plata;13
