linea;desde;hasta;estacion;pasajeros
A;09:15;09:29;Castro Barros;74
D;09:30;09:44;Aguero;61
B;09:30;09:44;Pasteur;61
B;09:30;09:44;Tronador;27
A;09:30;09:44;Congreso;56
B;09:30;09:44;Carlos Pellegrini;99
B;09:30;09:44;Rosas;219
A;09:30;09:44;Acoyte;55
D;09:30;09:44;Pueyrredon.;102
E;09:30;09:44;Entre Rios;34
H;09:30;09:44;Venezuela;25
B;09:30;09:44;Malabia;147
B;09:30;09:44;Florida;42
A;09:30;09:44;Piedras;16
C;09:30;09:44;Diagonal Norte;14
D;09:30;09:44;Bulnes;86
H;09:30;09:44;Humberto I;19
B;09:30;09:44;Leandro N. Alem;127
D;09:30;09:44;Scalabrini Ortiz;77
D;09:30;09:44;Ministro Carranza;45
A;09:30;09:44;Castro Barros;58
E;09:30;09:44;Varela;27
E;09:30;09:44;Emilio Mitre;22
B;09:30;09:44;Pueyrredon;79
B;09:30;09:44;Echeverria;48
B;09:30;09:44;Uruguay;49
B;09:30;09:44;Los Incas;90
C;09:30;09:44;Retiro;289
H;09:30;09:44;Caseros;19
B;09:30;09:44;Medrano;113
A;09:30;09:44;Alberti;21
A;09:30;09:44;Carabobo;54
D;09:30;09:44;9 de julio;36
A;09:30;09:44;Primera Junta;84
D;09:30;09:44;Congreso de Tucuman;258
E;09:30;09:44;Pichincha;19
H;09:30;09:44;Patricios;28
E;09:30;09:44;Jujuy;24
D;09:30;09:44;Plaza Italia;49
A;09:30;09:44;Lima;31
H;09:30;09:44;Corrientes;18
A;09:30;09:44;Peru;16
C;09:30;09:44;Mariano Moreno;22
A;09:30;09:44;Pasco;12
H;09:30;09:44;Once;20
E;09:30;09:44;San Jose;16
D;09:30;09:44;Olleros;73
A;09:30;09:44;Rio de Janeiro;63
B;09:30;09:44;Carlos Gardel;67
D;09:30;09:44;Juramento;93
D;09:30;09:44;Catedral;105
E;09:30;09:44;Pza. de los Virreyes;81
E;09:30;09:44;Avenida La Plata;36
D;09:30;09:44;Palermo;98
A;09:30;09:44;Plaza Miserere;89
E;09:30;09:44;Bolivar;15
A;09:30;09:44;Puan;49
B;09:30;09:44;Federico Lacroze;412
E;09:30;09:44;General Belgrano;9
E;09:30;09:44;Boedo;30
C;09:30;09:44;Avenida de Mayo;18
A;09:30;09:44;Flores;79
E;09:30;09:44;Jose Maria Moreno;24
E;09:30;09:44;Medalla Milagrosa;16
C;09:30;09:44;San Juan;42
C;09:30;09:44;Lavalle;35
A;09:30;09:44;Plaza de Mayo;36
D;09:30;09:44;Jose Hernandez;83
B;09:30;09:44;Angel Gallardo;104
E;09:30;09:44;Urquiza;21
A;09:30;09:44;San Pedrito;176
B;09:30;09:44;Dorrego;71
C;09:30;09:44;Independencia;24
D;09:30;09:44;Facultad de Medicina;66
H;09:30;09:44;Hospitales;32
C;09:30;09:44;Constitucion;1089
C;09:30;09:44;General San Martin;36
A;09:30;09:44;Saenz Peña;31
D;09:30;09:44;Tribunales;33
A;09:30;09:44;Loria;30
E;09:30;09:44;Independencia.;30
B;09:30;09:44;Callao;103
D;09:30;09:44;Callao.;79
H;09:30;09:44;Inclan;26
D;09:45;09:59;Plaza Italia;64
H;09:45;09:59;Inclan;32
D;09:45;09:59;Aguero;70
B;09:45;09:59;Tronador;30
E;09:45;09:59;Entre Rios;44
E;09:45;09:59;San Jose;13
E;09:45;09:59;Independencia.;35
E;09:45;09:59;Medalla Milagrosa;22
A;09:45;09:59;Puan;36
C;09:45;09:59;San Juan;40
C;09:45;09:59;Avenida de Mayo;28
D;09:45;09:59;Facultad de Medicina;64
D;09:45;09:59;Olleros;79
C;09:45;09:59;General San Martin;29
A;09:45;09:59;Plaza de Mayo;55
B;09:45;09:59;Carlos Pellegrini;107
H;09:45;09:59;Humberto I;19
C;09:45;09:59;Mariano Moreno;17
C;09:45;09:59;Retiro;193
A;09:45;09:59;Piedras;14
E;09:45;09:59;General Belgrano;7
A;09:45;09:59;Alberti;39
D;09:45;09:59;Ministro Carranza;63
B;09:45;09:59;Federico Lacroze;293
H;09:45;09:59;Once;35
H;09:45;09:59;Caseros;23
H;09:45;09:59;Venezuela;14
A;09:45;09:59;Rio de Janeiro;50
A;09:45;09:59;Pasco;13
A;09:45;09:59;Acoyte;71
B;09:45;09:59;Uruguay;54
D;09:45;09:59;Juramento;84
H;09:45;09:59;Hospitales;38
B;09:45;09:59;Dorrego;71
A;09:45;09:59;Plaza Miserere;110
D;09:45;09:59;Callao.;64
B;09:45;09:59;Angel Gallardo;103
B;09:45;09:59;Rosas;158
E;09:45;09:59;Bolivar;15
B;09:45;09:59;Medrano;118
E;09:45;09:59;Urquiza;18
D;09:45;09:59;Pueyrredon.;81
E;09:45;09:59;Jujuy;19
D;09:45;09:59;Bulnes;92
C;09:45;09:59;Diagonal Norte;20
H;09:45;09:59;Patricios;37
D;09:45;09:59;9 de julio;27
D;09:45;09:59;Jose Hernandez;79
E;09:45;09:59;Pza. de los Virreyes;60
E;09:45;09:59;Jose Maria Moreno;33
H;09:45;09:59;Corrientes;17
D;09:45;09:59;Palermo;70
B;09:45;09:59;Florida;70
E;09:45;09:59;Varela;6
E;09:45;09:59;Emilio Mitre;23
C;09:45;09:59;Independencia;29
D;09:45;09:59;Tribunales;20
A;09:45;09:59;Castro Barros;39
D;09:45;09:59;Scalabrini Ortiz;84
B;09:45;09:59;Pasteur;77
B;09:45;09:59;Echeverria;52
D;09:45;09:59;Congreso de Tucuman;197
A;09:45;09:59;Primera Junta;78
C;09:45;09:59;Lavalle;25
C;09:45;09:59;Constitucion;682
B;09:45;09:59;Leandro N. Alem;111
B;09:45;09:59;Los Incas;90
A;09:45;09:59;Peru;28
B;09:45;09:59;Carlos Gardel;48
D;09:45;09:59;Catedral;69
B;09:45;09:59;Pueyrredon;89
A;09:45;09:59;Congreso;59
A;09:45;09:59;Loria;52
A;09:45;09:59;Lima;47
B;09:45;09:59;Callao;82
A;09:45;09:59;San Pedrito;134
B;09:45;09:59;Malabia;132
E;09:45;09:59;Pichincha;13
A;09:45;09:59;Saenz Peña;35
E;09:45;09:59;Boedo;39
A;09:45;09:59;Flores;65
E;09:45;09:59;Avenida La Plata;31
A;09:45;09:59;Carabobo;66
C;10:00;10:14;Constitucion;893
B;10:00;10:14;Malabia;148
E;10:00;10:14;Urquiza;16
D;10:00;10:14;Plaza Italia;58
H;10:00;10:14;Venezuela;17
B;10:00;10:14;Dorrego;44
A;10:00;10:14;Lima;34
A;10:00;10:14;Plaza Miserere;93
B;10:00;10:14;Federico Lacroze;320
B;10:00;10:14;Tronador;27
E;10:00;10:14;Boedo;34
A;10:00;10:14;Acoyte;85
A;10:00;10:14;Saenz Peña;29
E;10:00;10:14;Varela;10
C;10:00;10:14;Lavalle;30
H;10:00;10:14;Humberto I;23
H;10:00;10:14;Inclan;21
A;10:00;10:14;Peru;29
D;10:00;10:14;Callao.;75
B;10:00;10:14;Pueyrredon;91
E;10:00;10:14;Jujuy;9
E;10:00;10:14;Independencia.;25
D;10:00;10:14;9 de julio;31
B;10:00;10:14;Carlos Gardel;62
A;10:00;10:14;Piedras;16
H;10:00;10:14;Caseros;25
H;10:00;10:14;Once;30
B;10:00;10:14;Medrano;121
A;10:00;10:14;Puan;31
D;10:00;10:14;Scalabrini Ortiz;79
D;10:00;10:14;Facultad de Medicina;71
B;10:00;10:14;Pasteur;81
E;10:00;10:14;General Belgrano;11
D;10:00;10:14;Olleros;87
H;10:00;10:14;Corrientes;18
A;10:00;10:14;San Pedrito;146
D;10:00;10:14;Jose Hernandez;62
B;10:00;10:14;Leandro N. Alem;96
D;10:00;10:14;Tribunales;27
C;10:00;10:14;Retiro;330
D;10:00;10:14;Catedral;63
E;10:00;10:14;Jose Maria Moreno;25
C;10:00;10:14;Avenida de Mayo;40
C;10:00;10:14;Mariano Moreno;32
A;10:00;10:14;Congreso;81
B;10:00;10:14;Uruguay;61
A;10:00;10:14;Loria;43
D;10:00;10:14;Juramento;111
D;10:00;10:14;Ministro Carranza;51
C;10:00;10:14;Independencia;47
E;10:00;10:14;Entre Rios;34
E;10:00;10:14;Avenida La Plata;24
A;10:00;10:14;Alberti;22
C;10:00;10:14;General San Martin;50
A;10:00;10:14;Castro Barros;48
D;10:00;10:14;Aguero;51
E;10:00;10:14;Bolivar;20
B;10:00;10:14;Angel Gallardo;128
C;10:00;10:14;San Juan;41
H;10:00;10:14;Patricios;34
A;10:00;10:14;Flores;63
H;10:00;10:14;Hospitales;32
A;10:00;10:14;Carabobo;68
D;10:00;10:14;Bulnes;90
E;10:00;10:14;Medalla Milagrosa;15
E;10:00;10:14;Pza. de los Virreyes;51
B;10:00;10:14;Callao;96
A;10:00;10:14;Primera Junta;94
B;10:00;10:14;Carlos Pellegrini;119
D;10:00;10:14;Pueyrredon.;58
D;10:00;10:14;Congreso de Tucuman;219
E;10:00;10:14;Pichincha;16
B;10:00;10:14;Florida;71
B;10:00;10:14;Rosas;136
E;10:00;10:14;San Jose;12
B;10:00;10:14;Los Incas;106
D;10:00;10:14;Palermo;84
C;10:00;10:14;Diagonal Norte;14
B;10:00;10:14;Echeverria;38
A;10:00;10:14;Rio de Janeiro;54
A;10:00;10:14;Pasco;24
E;10:00;10:14;Emilio Mitre;23
A;10:00;10:14;Plaza de Mayo;35
B;10:15;10:29;Tronador;21
D;10:15;10:29;Bulnes;76
A;10:15;10:29;Saenz Peña;49
E;10:15;10:29;Pichincha;16
E;10:15;10:29;Bolivar;24
B;10:15;10:29;Federico Lacroze;253
B;10:15;10:29;Echeverria;45
B;10:15;10:29;Malabia;131
E;10:15;10:29;Jujuy;20
B;10:15;10:29;Uruguay;92
A;10:15;10:29;Carabobo;70
D;10:15;10:29;Plaza Italia;67
A;10:15;10:29;Alberti;22
A;10:15;10:29;Lima;55
A;10:15;10:29;Castro Barros;37
E;10:15;10:29;Pza. de los Virreyes;55
B;10:15;10:29;Medrano;122
A;10:15;10:29;Acoyte;77
C;10:15;10:29;Diagonal Norte;17
E;10:15;10:29;Avenida La Plata;27
A;10:15;10:29;Peru;18
C;10:15;10:29;General San Martin;53
B;10:15;10:29;Leandro N. Alem;95
C;10:15;10:29;Lavalle;26
H;10:15;10:29;Patricios;34
D;10:15;10:29;Tribunales;42
E;10:15;10:29;Varela;13
A;10:15;10:29;Loria;47
B;10:15;10:29;Rosas;203
D;10:15;10:29;Pueyrredon.;84
D;10:15;10:29;Olleros;77
E;10:15;10:29;San Jose;7
E;10:15;10:29;General Belgrano;9
A;10:15;10:29;Rio de Janeiro;55
B;10:15;10:29;Carlos Gardel;60
E;10:15;10:29;Jose Maria Moreno;21
H;10:15;10:29;Venezuela;19
A;10:15;10:29;Plaza Miserere;97
H;10:15;10:29;Hospitales;23
A;10:15;10:29;Plaza de Mayo;40
D;10:15;10:29;Congreso de Tucuman;224
C;10:15;10:29;Avenida de Mayo;34
A;10:15;10:29;Primera Junta;90
B;10:15;10:29;Angel Gallardo;116
C;10:15;10:29;San Juan;41
E;10:15;10:29;Medalla Milagrosa;11
E;10:15;10:29;Urquiza;16
B;10:15;10:29;Dorrego;49
H;10:15;10:29;Inclan;15
A;10:15;10:29;Flores;55
D;10:15;10:29;Aguero;76
A;10:15;10:29;Congreso;67
C;10:15;10:29;Mariano Moreno;31
E;10:15;10:29;Entre Rios;22
D;10:15;10:29;Palermo;105
B;10:15;10:29;Pasteur;79
D;10:15;10:29;Callao.;64
B;10:15;10:29;Callao;82
E;10:15;10:29;Independencia.;30
H;10:15;10:29;Once;40
D;10:15;10:29;9 de julio;35
A;10:15;10:29;San Pedrito;127
H;10:15;10:29;Corrientes;23
D;10:15;10:29;Catedral;86
B;10:15;10:29;Los Incas;86
E;10:15;10:29;Boedo;25
B;10:15;10:29;Florida;64
A;10:15;10:29;Puan;44
E;10:15;10:29;Emilio Mitre;15
B;10:15;10:29;Carlos Pellegrini;146
B;10:15;10:29;Pueyrredon;120
H;10:15;10:29;Caseros;29
D;10:15;10:29;Ministro Carranza;49
C;10:15;10:29;Retiro;263
C;10:15;10:29;Constitucion;881
D;10:15;10:29;Juramento;119
D;10:15;10:29;Jose Hernandez;67
H;10:15;10:29;Humberto I;31
A;10:15;10:29;Piedras;17
C;10:15;10:29;Independencia;47
A;10:15;10:29;Pasco;20
D;10:15;10:29;Scalabrini Ortiz;78
D;10:15;10:29;Facultad de Medicina;57
C;10:30;10:44;Avenida de Mayo;42
A;10:30;10:44;Puan;30
D;10:30;10:44;Tribunales;48
E;10:30;10:44;General Belgrano;13
A;10:30;10:44;Castro Barros;45
B;10:30;10:44;Florida;75
B;10:30;10:44;Pasteur;94
E;10:30;10:44;Emilio Mitre;17
A;10:30;10:44;Piedras;14
E;10:30;10:44;Entre Rios;31
B;10:30;10:44;Rosas;155
A;10:30;10:44;Plaza Miserere;119
B;10:30;10:44;Echeverria;43
D;10:30;10:44;Olleros;78
A;10:30;10:44;Alberti;39
B;10:30;10:44;Leandro N. Alem;88
B;10:30;10:44;Carlos Pellegrini;152
D;10:30;10:44;Scalabrini Ortiz;79
C;10:30;10:44;Independencia;60
D;10:30;10:44;Pueyrredon.;77
H;10:30;10:44;Venezuela;29
A;10:30;10:44;Rio de Janeiro;56
B;10:30;10:44;Tronador;41
C;10:30;10:44;General San Martin;36
D;10:30;10:44;Callao.;68
E;10:30;10:44;Varela;15
E;10:30;10:44;San Jose;13
E;10:30;10:44;Avenida La Plata;22
E;10:30;10:44;Pichincha;10
D;10:30;10:44;Palermo;86
D;10:30;10:44;Congreso de Tucuman;226
A;10:30;10:44;Lima;46
D;10:30;10:44;Facultad de Medicina;65
B;10:30;10:44;Pueyrredon;114
H;10:30;10:44;Patricios;17
A;10:30;10:44;Plaza de Mayo;36
E;10:30;10:44;Boedo;21
B;10:30;10:44;Malabia;131
A;10:30;10:44;Acoyte;83
H;10:30;10:44;Hospitales;11
B;10:30;10:44;Carlos Gardel;77
B;10:30;10:44;Callao;119
D;10:30;10:44;Bulnes;87
A;10:30;10:44;Loria;47
H;10:30;10:44;Corrientes;23
D;10:30;10:44;Jose Hernandez;67
A;10:30;10:44;Congreso;64
E;10:30;10:44;Urquiza;22
H;10:30;10:44;Once;24
E;10:30;10:44;Medalla Milagrosa;15
B;10:30;10:44;Medrano;141
C;10:30;10:44;Constitucion;548
B;10:30;10:44;Uruguay;83
B;10:30;10:44;Dorrego;68
A;10:30;10:44;Primera Junta;97
D;10:30;10:44;Plaza Italia;74
A;10:30;10:44;Carabobo;56
D;10:30;10:44;Aguero;78
H;10:30;10:44;Caseros;28
D;10:30;10:44;9 de julio;38
E;10:30;10:44;Jujuy;21
E;10:30;10:44;Pza. de los Virreyes;63
B;10:30;10:44;Federico Lacroze;237
A;10:30;10:44;San Pedrito;141
H;10:30;10:44;Inclan;20
E;10:30;10:44;Independencia.;20
C;10:30;10:44;Mariano Moreno;36
B;10:30;10:44;Angel Gallardo;108
C;10:30;10:44;Retiro;327
A;10:30;10:44;Pasco;19
C;10:30;10:44;Lavalle;20
D;10:30;10:44;Ministro Carranza;63
B;10:30;10:44;Los Incas;101
C;10:30;10:44;San Juan;35
E;10:30;10:44;Bolivar;19
A;10:30;10:44;Flores;56
D;10:30;10:44;Catedral;61
E;10:30;10:44;Jose Maria Moreno;22
H;10:30;10:44;Humberto I;25
D;10:30;10:44;Juramento;113
A;10:30;10:44;Saenz Peña;42
C;10:30;10:44;Diagonal Norte;13
A;10:30;10:44;Peru;38
B;10:45;10:59;Carlos Gardel;99
D;10:45;10:59;Congreso de Tucuman;210
A;10:45;10:59;Primera Junta;91
B;10:45;10:59;Uruguay;93
A;10:45;10:59;Acoyte;84
E;10:45;10:59;San Jose;13
A;10:45;10:59;Rio de Janeiro;64
D;10:45;10:59;Catedral;73
A;10:45;10:59;Loria;52
D;10:45;10:59;Plaza Italia;67
A;10:45;10:59;Piedras;15
H;10:45;10:59;Humberto I;14
C;10:45;10:59;Mariano Moreno;30
E;10:45;10:59;Entre Rios;38
E;10:45;10:59;Bolivar;28
B;10:45;10:59;Federico Lacroze;247
A;10:45;10:59;Carabobo;59
D;10:45;10:59;Callao.;62
C;10:45;10:59;Diagonal Norte;16
E;10:45;10:59;Jujuy;32
B;10:45;10:59;Echeverria;33
B;10:45;10:59;Carlos Pellegrini;144
B;10:45;10:59;Callao;116
B;10:45;10:59;Tronador;27
B;10:45;10:59;Malabia;167
A;10:45;10:59;Castro Barros;63
D;10:45;10:59;Bulnes;103
E;10:45;10:59;Pichincha;10
C;10:45;10:59;Retiro;341
D;10:45;10:59;Ministro Carranza;68
E;10:45;10:59;Medalla Milagrosa;12
C;10:45;10:59;General San Martin;42
E;10:45;10:59;Avenida La Plata;29
H;10:45;10:59;Hospitales;20
B;10:45;10:59;Pueyrredon;114
D;10:45;10:59;Aguero;81
C;10:45;10:59;Constitucion;662
C;10:45;10:59;Lavalle;43
D;10:45;10:59;Scalabrini Ortiz;86
A;10:45;10:59;Peru;25
A;10:45;10:59;Lima;38
E;10:45;10:59;Pza. de los Virreyes;56
A;10:45;10:59;Alberti;36
C;10:45;10:59;Avenida de Mayo;35
E;10:45;10:59;General Belgrano;12
A;10:45;10:59;Puan;28
A;10:45;10:59;Pasco;19
E;10:45;10:59;Emilio Mitre;19
A;10:45;10:59;Plaza Miserere;95
D;10:45;10:59;Jose Hernandez;74
A;10:45;10:59;Congreso;49
H;10:45;10:59;Inclan;23
B;10:45;10:59;Florida;86
D;10:45;10:59;Juramento;91
B;10:45;10:59;Medrano;146
B;10:45;10:59;Rosas;143
H;10:45;10:59;Venezuela;23
D;10:45;10:59;Pueyrredon.;88
C;10:45;10:59;Independencia;43
E;10:45;10:59;Boedo;35
A;10:45;10:59;San Pedrito;128
E;10:45;10:59;Varela;6
A;10:45;10:59;Plaza de Mayo;51
D;10:45;10:59;Olleros;72
E;10:45;10:59;Independencia.;26
B;10:45;10:59;Pasteur;94
H;10:45;10:59;Corrientes;21
D;10:45;10:59;9 de julio;45
H;10:45;10:59;Caseros;29
D;10:45;10:59;Palermo;99
B;10:45;10:59;Leandro N. Alem;103
B;10:45;10:59;Los Incas;92
A;10:45;10:59;Saenz Peña;54
D;10:45;10:59;Tribunales;47
C;10:45;10:59;San Juan;26
D;10:45;10:59;Facultad de Medicina;63
H;10:45;10:59;Patricios;16
H;10:45;10:59;Once;35
E;10:45;10:59;Jose Maria Moreno;20
A;10:45;10:59;Flores;60
B;10:45;10:59;Dorrego;71
B;10:45;10:59;Angel Gallardo;100
E;10:45;10:59;Urquiza;15
C;11:00;11:14;Mariano Moreno;31
D;11:00;11:14;Bulnes;127
C;11:00;11:14;Avenida de Mayo;30
A;11:00;11:14;Plaza de Mayo;62
C;11:00;11:14;Constitucion;558
A;11:00;11:14;Acoyte;96
C;11:00;11:14;Diagonal Norte;15
H;11:00;11:14;Hospitales;22
D;11:00;11:14;Olleros;90
H;11:00;11:14;Once;12
D;11:00;11:14;Scalabrini Ortiz;68
B;11:00;11:14;Florida;93
B;11:00;11:14;Uruguay;84
D;11:00;11:14;Plaza Italia;63
E;11:00;11:14;Independencia.;24
A;11:00;11:14;San Pedrito;139
B;11:00;11:14;Pueyrredon;149
H;11:00;11:14;Inclan;27
B;11:00;11:14;Pasteur;105
C;11:00;11:14;General San Martin;45
D;11:00;11:14;Callao.;66
D;11:00;11:14;Pueyrredon.;108
A;11:00;11:14;Congreso;67
A;11:00;11:14;Lima;43
B;11:00;11:14;Leandro N. Alem;103
H;11:00;11:14;Corrientes;23
A;11:00;11:14;Plaza Miserere;78
B;11:00;11:14;Rosas;145
E;11:00;11:14;Pza. de los Virreyes;61
E;11:00;11:14;Emilio Mitre;15
D;11:00;11:14;Catedral;100
D;11:00;11:14;Aguero;74
D;11:00;11:14;9 de julio;31
B;11:00;11:14;Carlos Gardel;125
A;11:00;11:14;Carabobo;69
A;11:00;11:14;Loria;44
H;11:00;11:14;Patricios;27
A;11:00;11:14;Flores;72
A;11:00;11:14;Rio de Janeiro;58
E;11:00;11:14;Pichincha;19
D;11:00;11:14;Ministro Carranza;53
H;11:00;11:14;Humberto I;20
D;11:00;11:14;Facultad de Medicina;66
C;11:00;11:14;San Juan;44
A;11:00;11:14;Piedras;24
B;11:00;11:14;Dorrego;67
D;11:00;11:14;Palermo;99
A;11:00;11:14;Saenz Peña;48
B;11:00;11:14;Malabia;139
A;11:00;11:14;Pasco;32
E;11:00;11:14;San Jose;18
E;11:00;11:14;General Belgrano;13
E;11:00;11:14;Jujuy;23
E;11:00;11:14;Medalla Milagrosa;10
D;11:00;11:14;Juramento;107
A;11:00;11:14;Alberti;42
D;11:00;11:14;Congreso de Tucuman;225
C;11:00;11:14;Lavalle;36
E;11:00;11:14;Bolivar;22
E;11:00;11:14;Avenida La Plata;27
B;11:00;11:14;Medrano;141
B;11:00;11:14;Angel Gallardo;101
E;11:00;11:14;Boedo;44
H;11:00;11:14;Caseros;16
C;11:00;11:14;Independencia;41
A;11:00;11:14;Primera Junta;80
E;11:00;11:14;Urquiza;19
B;11:00;11:14;Tronador;38
A;11:00;11:14;Puan;30
B;11:00;11:14;Carlos Pellegrini;156
E;11:00;11:14;Jose Maria Moreno;14
H;11:00;11:14;Venezuela;19
B;11:00;11:14;Echeverria;51
E;11:00;11:14;Varela;12
D;11:00;11:14;Tribunales;42
B;11:00;11:14;Los Incas;98
D;11:00;11:14;Jose Hernandez;66
A;11:00;11:14;Castro Barros;69
C;11:00;11:14;Retiro;267
A;11:00;11:14;Peru;31
B;11:00;11:14;Federico Lacroze;282
E;11:00;11:14;Entre Rios;29
B;11:00;11:14;Callao;118
D;11:15;11:29;Plaza Italia;83
D;11:15;11:29;9 de julio;46
E;11:15;11:29;Pza. de los Virreyes;63
B;11:15;11:29;Callao;113
E;11:15;11:29;General Belgrano;9
H;11:15;11:29;Venezuela;27
A;11:15;11:29;Plaza de Mayo;43
D;11:15;11:29;Olleros;72
H;11:15;11:29;Corrientes;22
E;11:15;11:29;Varela;15
B;11:15;11:29;Los Incas;65
E;11:15;11:29;Medalla Milagrosa;14
D;11:15;11:29;Callao.;84
A;11:15;11:29;San Pedrito;161
A;11:15;11:29;Puan;43
B;11:15;11:29;Florida;97
E;11:15;11:29;Emilio Mitre;25
H;11:15;11:29;Patricios;26
C;11:15;11:29;Mariano Moreno;41
B;11:15;11:29;Angel Gallardo;128
C;11:15;11:29;San Juan;37
A;11:15;11:29;Flores;76
D;11:15;11:29;Tribunales;47
D;11:15;11:29;Catedral;90
B;11:15;11:29;Federico Lacroze;261
E;11:15;11:29;Jujuy;18
A;11:15;11:29;Alberti;37
E;11:15;11:29;Independencia.;22
A;11:15;11:29;Lima;39
B;11:15;11:29;Pasteur;119
D;11:15;11:29;Palermo;96
H;11:15;11:29;Hospitales;20
A;11:15;11:29;Plaza Miserere;126
D;11:15;11:29;Aguero;88
B;11:15;11:29;Dorrego;70
A;11:15;11:29;Loria;51
E;11:15;11:29;Urquiza;23
E;11:15;11:29;Avenida La Plata;27
C;11:15;11:29;Lavalle;49
H;11:15;11:29;Humberto I;20
A;11:15;11:29;Piedras;17
E;11:15;11:29;Entre Rios;33
B;11:15;11:29;Pueyrredon;135
D;11:15;11:29;Scalabrini Ortiz;81
H;11:15;11:29;Caseros;47
D;11:15;11:29;Juramento;121
D;11:15;11:29;Bulnes;122
A;11:15;11:29;Pasco;37
D;11:15;11:29;Congreso de Tucuman;239
A;11:15;11:29;Primera Junta;84
D;11:15;11:29;Pueyrredon.;95
B;11:15;11:29;Rosas;143
H;11:15;11:29;Inclan;20
A;11:15;11:29;Congreso;72
C;11:15;11:29;Avenida de Mayo;31
H;11:15;11:29;Once;39
B;11:15;11:29;Carlos Pellegrini;142
B;11:15;11:29;Echeverria;51
B;11:15;11:29;Tronador;37
E;11:15;11:29;Bolivar;39
A;11:15;11:29;Acoyte;95
A;11:15;11:29;Saenz Peña;53
D;11:15;11:29;Facultad de Medicina;60
C;11:15;11:29;Constitucion;760
A;11:15;11:29;Carabobo;75
C;11:15;11:29;Diagonal Norte;24
A;11:15;11:29;Castro Barros;55
B;11:15;11:29;Carlos Gardel;120
E;11:15;11:29;Jose Maria Moreno;23
E;11:15;11:29;Boedo;48
E;11:15;11:29;Pichincha;20
D;11:15;11:29;Ministro Carranza;63
C;11:15;11:29;Retiro;391
C;11:15;11:29;General San Martin;57
D;11:15;11:29;Jose Hernandez;73
C;11:15;11:29;Independencia;43
B;11:15;11:29;Medrano;147
B;11:15;11:29;Uruguay;93
B;11:15;11:29;Leandro N. Alem;93
A;11:15;11:29;Peru;30
B;11:15;11:29;Malabia;178
A;11:15;11:29;Rio de Janeiro;74
E;11:15;11:29;San Jose;16
E;11:30;11:44;Bolivar;39
A;11:30;11:44;Plaza de Mayo;69
A;11:30;11:44;Lima;32
C;11:30;11:44;Avenida de Mayo;27
A;11:30;11:44;Puan;37
B;11:30;11:44;Pasteur;124
C;11:30;11:44;Independencia;35
B;11:30;11:44;Angel Gallardo;113
A;11:30;11:44;Flores;58
A;11:30;11:44;Peru;55
B;11:30;11:44;Carlos Pellegrini;135
C;11:30;11:44;Lavalle;33
A;11:30;11:44;San Pedrito;144
B;11:30;11:44;Malabia;159
D;11:30;11:44;9 de julio;53
B;11:30;11:44;Los Incas;73
A;11:30;11:44;Pasco;40
E;11:30;11:44;General Belgrano;14
C;11:30;11:44;Diagonal Norte;20
B;11:30;11:44;Echeverria;33
B;11:30;11:44;Carlos Gardel;97
A;11:30;11:44;Loria;47
E;11:30;11:44;Boedo;28
E;11:30;11:44;Avenida La Plata;24
D;11:30;11:44;Olleros;94
D;11:30;11:44;Pueyrredon.;113
A;11:30;11:44;Plaza Miserere;144
B;11:30;11:44;Leandro N. Alem;110
B;11:30;11:44;Rosas;166
D;11:30;11:44;Bulnes;129
D;11:30;11:44;Facultad de Medicina;83
B;11:30;11:44;Florida;115
D;11:30;11:44;Scalabrini Ortiz;85
B;11:30;11:44;Uruguay;94
E;11:30;11:44;Emilio Mitre;23
H;11:30;11:44;Caseros;17
A;11:30;11:44;Congreso;66
A;11:30;11:44;Alberti;47
C;11:30;11:44;San Juan;38
D;11:30;11:44;Catedral;147
E;11:30;11:44;Entre Rios;31
A;11:30;11:44;Carabobo;78
C;11:30;11:44;General San Martin;46
H;11:30;11:44;Patricios;39
D;11:30;11:44;Congreso de Tucuman;204
D;11:30;11:44;Ministro Carranza;48
C;11:30;11:44;Retiro;197
A;11:30;11:44;Saenz Peña;49
B;11:30;11:44;Callao;140
D;11:30;11:44;Callao.;82
E;11:30;11:44;Varela;6
E;11:30;11:44;Independencia.;30
B;11:30;11:44;Medrano;154
H;11:30;11:44;Hospitales;20
D;11:30;11:44;Aguero;91
A;11:30;11:44;Piedras;24
B;11:30;11:44;Tronador;27
B;11:30;11:44;Dorrego;92
A;11:30;11:44;Primera Junta;83
D;11:30;11:44;Palermo;108
D;11:30;11:44;Plaza Italia;73
H;11:30;11:44;Humberto I;24
E;11:30;11:44;Pza. de los Virreyes;40
A;11:30;11:44;Acoyte;93
H;11:30;11:44;Inclan;14
H;11:30;11:44;Corrientes;28
C;11:30;11:44;Mariano Moreno;35
D;11:30;11:44;Juramento;137
E;11:30;11:44;Medalla Milagrosa;4
H;11:30;11:44;Venezuela;25
D;11:30;11:44;Tribunales;49
H;11:30;11:44;Once;51
E;11:30;11:44;Jujuy;27
E;11:30;11:44;Pichincha;11
E;11:30;11:44;San Jose;17
B;11:30;11:44;Pueyrredon;170
A;11:30;11:44;Rio de Janeiro;52
C;11:30;11:44;Constitucion;578
E;11:30;11:44;Urquiza;20
A;11:30;11:44;Castro Barros;73
E;11:30;11:44;Jose Maria Moreno;27
B;11:30;11:44;Federico Lacroze;212
D;11:30;11:44;Jose Hernandez;112
H;11:45;11:59;Hospitales;16
